,Institution_Name
19275,Queens College of the City University of New York
19276,Queensborough Community College of the City University of New York
19277,Queensborough Community College of the City University of New York
19278,Queensborough Community College of the City University of New York
19279,CUNY School of Law at Queens College
19280,York College of the City University of New York
19281,York College of the City University of New York
19282,York College of the City University of New York
19283,York College of the City University of New York
19284,CVPH Medical Center School of Radiologic Technology
19285,CVPH Medical Center School of Radiologic Technology
19286,D'Youville College
19287,D'Youville College
19288,D'Youville College
19289,D'Youville College
19290,D'Youville College
19291,D'Youville College
19292,D'Youville College
19293,D'Youville College
19294,D'Youville College
19295,D'Youville College
19296,Daemen College
19297,Daemen College
19298,Daemen College
19299,Daemen College
19300,Daemen College
19301,Daemen College
19302,Daemen College
19303,Daemen College
19304,Daemen College
19305,Daemen College
19306,Daemen College
19307,Darkei Noam Rabbinical College
19308,Dominican College of Blauvelt
19309,Dominican College of Blauvelt
19310,Dominican College of Blauvelt
19311,Dominican College of Blauvelt
19312,Dominican College of Blauvelt
19313,Dominican College of Blauvelt
19314,Dominican College of Blauvelt
19315,Dominican College of Blauvelt
19316,Dowling College
19317,Dowling College
19318,Dowling College
19319,Dowling College
19320,Dowling College
19321,Dowling College
19322,Dowling College
19323,Dowling College
19324,Dowling College
19325,Dowling College
19326,Dowling College
19327,Dowling College
19328,Dowling College
19329,Dowling College
19330,Dowling College
19331,Dowling College
19332,Dowling College
19333,Dowling College
19334,Dowling College
19335,Dowling College
19336,Dowling College
19337,Dowling College
19338,Dutchess Community College
19339,Dutchess Community College
19340,Dutchess Community College
19341,Dutchess Community College
19342,Ellis Hospital
19343,Ellis Hospital
19344,Elmira Business Institute
19345,Elmira Business Institute
19346,Elmira College
19347,Elmira College
19348,Elmira College
19349,Elmira College
19350,Elmira College
19351,Elmira College
19352,Erie Community College
19353,Erie Community College
19354,Erie Community College
19355,Erie Community College
19356,Erie Community College
19357,Erie Community College
19358,Erie Community College
19359,Erie Community College
19360,Erie Community College
19361,Erie Community College
19362,Erie Community College
19363,Fashion Institute of Technology
19364,Fashion Institute of Technology
19365,FEGS Trades and Business School
19366,Finger Lakes Community College
19367,Finger Lakes Community College
19368,Finger Lakes Community College
19369,Finger Lakes Community College
19370,Finger Lakes Community College
19371,Finger Lakes Community College
19372,Finger Lakes Community College
19373,Finger Lakes Community College
19374,Five Towns College
19375,Five Towns College
19376,Fordham University
19377,Fordham University
19378,Fordham University
19379,Fordham University
19380,Fordham University
19381,Fordham University
19382,Fordham University
19383,Fordham University
19384,Fordham University
19385,Fordham University
19386,French Culinary Institute
19387,Fulton-Montgomery Community College
19388,Fulton-Montgomery Community College
19389,Fulton-Montgomery Community College
19390,Gemological Institute of America-New York
19391,The General Theological Seminary
19392,Genesee Community College
19393,Genesee Community College
19394,Genesee Community College
19395,Genesee Community College
19396,Genesee Community College
19397,Genesee Community College
19398,Genesee Community College
19399,Genesee Community College
19400,Genesee Community College
19401,Genesee Community College
19402,Genesee Community College
19403,Global Business Institute - Far Rockaway
19404,Global Business Institute - Far Rockaway
19405,Hamilton College
19406,Hartwick College
19407,Hartwick College
19408,Hartwick College
19409,Hartwick College
19410,Hartwick College
19411,Hartwick College
19412,Helene Fuld College of Nursing
19413,Helene Fuld College of Nursing
19414,Helene Fuld College of Nursing
19415,Helene Fuld College of Nursing
19416,Herkimer County Community College
19417,Herkimer County Community College
19418,Hilbert College
19419,Hobart & William Smith Colleges
19420,Hobart & William Smith Colleges
19421,Hobart & William Smith Colleges
19422,Hofstra University
19423,Hofstra University
19424,Hofstra University
19425,Hofstra University
19426,Hofstra University
19427,Hofstra University
19428,Hofstra University
19429,Hofstra University
19430,Hofstra University
19431,Hofstra University
19432,Hofstra University
19433,Hofstra University
19434,Hofstra University
19435,Hofstra University
19436,Hofstra University
19437,Hofstra University
19438,Hofstra University
19439,Hofstra University
19440,Hofstra University
19441,Houghton College
19442,Houghton College
19443,Houghton College
19444,Houghton College
19445,Houghton College
19446,Houghton College
19447,Hudson Valley Community College
19448,Hudson Valley Community College
19449,Hudson Valley Community College
19450,Hudson Valley Community College
19451,Hudson Valley Community College
19452,Hudson Valley Community College
19453,Hunter Business School
19454,Hunter Business School
19455,Institute of Design and Construction
19456,Institute of Audio Research
19457,Interboro Institute
19458,Iona College
19459,Iona College
19460,Iona College
19461,Iona College
19462,Iona College
19463,Iona College
19464,Isabella Graham Hart School of Practical Nursing
19465,Isabella Graham Hart School of Practical Nursing
19466,Island Drafting and Technical Institute
19467,Ithaca College
19468,Ithaca College
19469,Ithaca College
19470,Ithaca College
19471,Ithaca College
19472,Ithaca College
19473,Ithaca College
19474,Ithaca College
19475,Jamestown Community College
19476,Jamestown Community College
19477,Jamestown Community College
19478,Jamestown Community College
19479,Jamestown Community College
19480,Jamestown Community College
19481,Jamestown Community College
19482,Jamestown Community College
19483,Jamestown Community College
19484,Jamestown Business College
19485,Jamestown Business College
19486,Jefferson Community College
19487,Jefferson Community College
19488,Jefferson Community College
19489,Jefferson Community College
19490,Jewish Theological Seminary of America
19491,Jewish Theological Seminary of America
19492,The Juilliard School
19493,Katharine Gibbs School - New York City
19494,Katharine Gibbs School - New York City
19495,SBI Campus - An Affiliate of Sanford-Brown
19496,SBI Campus - An Affiliate of Sanford-Brown
19497,SBI Campus - An Affiliate of Sanford-Brown
19498,SBI Campus - An Affiliate of Sanford-Brown
19499,Kehilath Yakov Rabbinical Seminary
19500,Keuka College
19501,Keuka College
19502,Keuka College
19503,Keuka College
19504,Keuka College
19505,Keuka College
19506,Keuka College
19507,Keuka College
19508,Keuka College
19509,Keuka College
19510,Keuka College
19511,Keuka College
19512,Keuka College
19513,Keuka College
19514,Keuka College
19515,Keuka College
19516,Keuka College
19517,Keuka College
19518,Keuka College
19519,Keuka College
19520,Keuka College
19521,Keuka College
19522,Keuka College
19523,Keuka College
19524,Keuka College
19525,Keuka College
19526,Keuka College
19527,Keuka College
19528,Keuka College
19529,Keuka College
19530,Keuka College
19531,Keuka College
19532,Keuka College
19533,Keuka College
19534,Keuka College
19535,Keuka College
19536,Keuka College
19537,Keuka College
19538,Keuka College
19539,Keuka College
19540,Keuka College
19541,Keuka College
19542,Keuka College
19543,Keuka College
19544,Keuka College
19545,Keuka College
19546,Keuka College
19547,Keuka College
19548,Keuka College
19549,Keuka College
19550,Keuka College
19551,Keuka College
19552,Keuka College
19553,Keuka College
19554,Keuka College
19555,Kol Yaakov Torah Center
19556,LIM College
19557,Le Moyne College
19558,Le Moyne College
19559,Le Moyne College
19560,Le Moyne College
19561,Le Moyne College
19562,Le Moyne College
19563,Le Moyne College
19564,Le Moyne College
19565,Long Island University - C W Post Campus
19566,Long Island University - C W Post Campus
19567,Long Island University - C W Post Campus
19568,Long Island University - C W Post Campus
19569,Long Island University - C W Post Campus
19570,Long Island University - C W Post Campus
19571,Long Island University - C W Post Campus
19572,Long Island University - C W Post Campus
19573,Long Island University - C W Post Campus
19574,Long Island University - C W Post Campus
19575,Long Island University - C W Post Campus
19576,Long Island University - C W Post Campus
19577,Long Island University - C W Post Campus
19578,Long Island University - C W Post Campus
19579,Long Island University - C W Post Campus
19580,Long Island University - C W Post Campus
19581,Long Island University - C W Post Campus
19582,Long Island University - C W Post Campus
19583,Long Island University - C W Post Campus
19584,Long Island University - C W Post Campus
19585,Long Island University - C W Post Campus
19586,Long Island University - C W Post Campus
19587,Long Island University - C W Post Campus
19588,Long Island University - C W Post Campus
19589,Long Island University - C W Post Campus
19590,Long Island University - C W Post Campus
19591,Long Island University - C W Post Campus
19592,Long Island University - C W Post Campus
19593,Long Island University - C W Post Campus
19594,Long Island University - C W Post Campus
19595,Long Island University - C W Post Campus
19596,Long Island University - C W Post Campus
19597,Long Island University - C W Post Campus
19598,Long Island University - C W Post Campus
19599,Long Island University - C W Post Campus
19600,Long Island University - C W Post Campus
19601,Long Island University - C W Post Campus
19602,Long Island University - C W Post Campus
19603,Long Island University - C W Post Campus
19604,Long Island University - C W Post Campus
19605,Long Island University - C W Post Campus
19606,Long Island University - C W Post Campus
19607,Long Island University - C W Post Campus
19608,Long Island University - C W Post Campus
19609,Long Island University - C W Post Campus
19610,Long Island University - C W Post Campus
19611,Long Island University - C W Post Campus
19612,Long Island University - C W Post Campus
19613,Long Island University - C W Post Campus
19614,Long Island University - C W Post Campus
19615,Long Island University - C W Post Campus
19616,Long Island University - C W Post Campus
19617,Long Island University - C W Post Campus
19618,Long Island University - C W Post Campus
19619,Long Island University - C W Post Campus
19620,Long Island University - C W Post Campus
19621,Long Island University - C W Post Campus
19622,Long Island University - C W Post Campus
19623,Long Island University - C W Post Campus
19624,Long Island University - C W Post Campus
19625,Long Island University - C W Post Campus
19626,Long Island University - C W Post Campus
19627,Long Island University - C W Post Campus
19628,Long Island University - C W Post Campus
19629,Long Island University - C W Post Campus
19630,Long Island University - C W Post Campus
19631,Long Island University - C W Post Campus
19632,Long Island University - C W Post Campus
19633,Long Island University - C W Post Campus
19634,Long Island University - C W Post Campus
19635,Long Island University - C W Post Campus
19636,Long Island University - C W Post Campus
19637,Long Island University - C W Post Campus
19638,Long Island University - C W Post Campus
19639,Long Island University - C W Post Campus
19640,Long Island University - C W Post Campus
19641,Long Island University - C W Post Campus
19642,Long Island University - C W Post Campus
19643,Long Island University - C W Post Campus
19644,Long Island University - C W Post Campus
19645,Long Island University - C W Post Campus
19646,Long Island University - C W Post Campus
19647,Long Island Beauty School Inc
19648,SUNY Downstate Medical Center
19649,SUNY Downstate Medical Center
19650,SUNY Downstate Medical Center
19651,SUNY Downstate Medical Center
19652,SUNY Downstate Medical Center
19653,Machzikei Hadath Rabbinical College
19654,Mandl School
19655,Mandl School
19656,Manhattan College
19657,Manhattan College
19658,Manhattan College
19659,Manhattan College
19660,Manhattan School of Music
19661,Manhattanville College
19662,Manhattanville College
19663,Manhattanville College
19664,Manhattanville College
19665,Manhattanville College
19666,Manhattanville College
19667,Manhattanville College
19668,Manhattanville College
19669,Manhattanville College
19670,Manhattanville College
19671,Maria College
19672,Maria College
19673,Maria College
19674,Maria College
19675,Maria College
19676,Maria College
19677,Maria College
19678,Marion S. Whelan School of Practical Nursing
19679,Marion S. Whelan School of Practical Nursing
19680,Marion S. Whelan School of Practical Nursing
19681,Marist College
19682,Marist College
19683,Marist College
19684,Marist College
19685,Marist College
19686,Marist College
19687,Marist College
19688,Marist College
19689,Marist College
19690,Marist College
19691,Marist College
19692,Marist College
19693,Marist College
19694,Marist College
19695,MarJon School of Beauty Culture Ltd
19696,MarJon School of Beauty Culture Ltd
19697,Marymount College of Fordham University
19698,Marymount Manhattan College
19699,Marymount Manhattan College
19700,Medaille College
19701,Medaille College
19702,Medaille College
19703,Medaille College
19704,Medaille College
19705,Medaille College
19706,Medaille College
19707,Memorial Hospital School of Nursing
19708,Memorial Hospital School of Nursing
19709,Merce Cunningham Studio
19710,Mercy College - Dobbs Ferry
19711,Mercy College - Dobbs Ferry
19712,Mercy College - Dobbs Ferry
19713,Mercy College - Dobbs Ferry
19714,Mercy College - Dobbs Ferry
19715,Mercy College - Dobbs Ferry
19716,Mercy College - Dobbs Ferry
19717,Mercy College - Dobbs Ferry
19718,Mercy College - Dobbs Ferry
19719,Mercy College - Dobbs Ferry
19720,Mercy College - Dobbs Ferry
19721,Mercy College - Dobbs Ferry
19722,Mercy College - Dobbs Ferry
19723,Mercy College - Dobbs Ferry
19724,Mercy College - Dobbs Ferry
19725,Mercy College - Dobbs Ferry
19726,Mercy College - Dobbs Ferry
19727,Mercy College - Dobbs Ferry
19728,Mercy Medical Center
19729,Mesivta Torah Vodaath Rabbinical Seminary
19730,Mesivta of Eastern Parkway Rabbinical Seminary
19731,Mesivhta Tifereth Jerusalem of America
19732,New York Methodist Hospital Allied Health Education
19733,New York Methodist Hospital Allied Health Education
19734,New York Methodist Hospital Allied Health Education
19735,Southern Westchester BOCES-Practical Nursing Program
19736,Midway Paris Beauty School
19737,Mildred Elley
19738,Mildred Elley
19739,Mildred Elley
19740,Mirrer Yeshiva Central Institute
19741,Modern Welding School
19742,Mohawk Valley Community College
19743,Mohawk Valley Community College
19744,Mohawk Valley Community College
19745,Mohawk Valley Community College
19746,Mohawk Valley Community College
19747,Mohawk Valley Community College
19748,Mohawk Valley Community College
19749,Mohawk Valley Community College
19750,Molloy College
19751,Molloy College
19752,Molloy College
19753,Molloy College
19754,Molloy College
19755,Molloy College
19756,Molloy College
19757,Molloy College
19758,Molloy College
19759,Molloy College
19760,Monroe College
19761,Monroe College
19762,Monroe College
19763,Monroe Community College
19764,Monroe Community College
19765,Monroe Community College
19766,Monroe Community College
19767,Monroe Community College
19768,Monroe Community College
19769,Monroe Community College
19770,Monroe Community College
19771,Monroe Community College
19772,Mount Saint Mary College
19773,Mount Saint Mary College
19774,Mount Saint Mary College
19775,Mount Saint Mary College
19776,Mount Saint Mary College
19777,Dorothea Hopfer School of Nursing
19778,College of Mount Saint Vincent
19779,College of Mount Saint Vincent
19780,College of Mount Saint Vincent
19781,College of Mount Saint Vincent
19782,College of Mount Saint Vincent
19783,College of Mount Saint Vincent
19784,College of Mount Saint Vincent
19785,College of Mount Saint Vincent
19786,Icahn School of Medicine at Mount Sinai
19787,Icahn School of Medicine at Mount Sinai
19788,Icahn School of Medicine at Mount Sinai
19789,Icahn School of Medicine at Mount Sinai
19790,Icahn School of Medicine at Mount Sinai
19791,Icahn School of Medicine at Mount Sinai
19792,Nassau Community College
19793,Nassau Community College
19794,Nassau Community College
19795,Nassau Community College
19796,Nassau Community College
19797,Nassau Community College
19798,Nassau Community College
19799,Nassau Community College
19800,Winthrop University Hospital
19801,Winthrop University Hospital
19802,Winthrop University Hospital
19803,National Tax Training School
19804,Nazareth College of Rochester
19805,Nazareth College of Rochester
19806,Nazareth College of Rochester
19807,Nazareth College of Rochester
19808,Nazareth College of Rochester
19809,Nazareth College of Rochester
19810,Nazareth College of Rochester
19811,Nazareth College of Rochester
19812,Nazareth College of Rochester
19813,Nazareth College of Rochester
19814,Nazareth College of Rochester
19815,Nazareth College of Rochester
19816,Nazareth College of Rochester
19817,Neighborhood Playhouse School of the Theatre
19818,The College of New Rochelle
19819,The College of New Rochelle
19820,The College of New Rochelle
19821,The College of New Rochelle
19822,The College of New Rochelle
19823,The College of New Rochelle
19824,The College of New Rochelle
19825,The College of New Rochelle
19826,The College of New Rochelle
19827,The College of New Rochelle
19828,The College of New Rochelle
19829,The New School
19830,The New School
19831,The New School
19832,The New School
19833,New York Chiropractic College
19834,New York Chiropractic College
19835,New York Chiropractic College
19836,New York Chiropractic College
19837,New York Chiropractic College
19838,New York Chiropractic College
19839,Star Career Academy - New York
19840,New York Institute of English and Business
19841,New York Law School
19842,New York Medical College
19843,New York Medical College
19844,New York Medical College
19845,New York Medical College
19846,New York Medical College
19847,New York Medical College
19848,New York Medical College
19849,New York Medical College
19850,New York Medical College
19851,New York School for Medical and Dental Assistants
19852,New York Theological Seminary
19853,New York Theological Seminary
19854,New York University
19855,New York University
19856,New York University
19857,New York University
19858,New York University
19859,New York University
19860,New York University
19861,New York University
19862,New York University
19863,New York University
19864,New York University
19865,New York University
19866,New York University
19867,New York University
19868,New York University
19869,New York University
19870,New York University
19871,New York University
19872,New York University
19873,New York University
19874,New York University
19875,New York University
19876,New York University
19877,New York University
19878,New York University
19879,New York University
19880,New York University
19881,New York University
19882,New York University
19883,New York University
19884,New York University
19885,New York University
19886,New York University
19887,New York University
19888,New York University
19889,New York University
19890,New York University
19891,New York University
19892,New York University
19893,New York University
19894,New York University
19895,Niagara County Community College
19896,Niagara County Community College
19897,Niagara County Community College
19898,Niagara County Community College
19899,Niagara County Community College
19900,Niagara County Community College
19901,Niagara County Community College
19902,Niagara University
19903,Niagara University
19904,Niagara University
19905,Niagara University
19906,Niagara University
19907,Niagara University
19908,Empire Beauty School - Peekskill
19909,North Country Community College
19910,North Country Community College
19911,North Country Community College
19912,North Country Community College
19913,North Country Community College
19914,North Country Community College
19915,North Country Community College
19916,North Country Community College
19917,North Country Community College
19918,North Country Community College
19919,New York College of Podiatric Medicine
19920,New York Institute of Technology - Old Westbury
19921,New York Institute of Technology - Old Westbury
19922,New York Institute of Technology - Old Westbury
19923,New York Institute of Technology - Old Westbury
19924,New York Institute of Technology - Old Westbury
19925,New York Institute of Technology - Old Westbury
19926,New York Institute of Technology - Old Westbury
19927,New York Institute of Technology - Old Westbury
19928,New York Institute of Technology - Old Westbury
19929,New York Institute of Technology - Old Westbury
19930,New York Institute of Technology - Old Westbury
19931,New York Institute of Technology - Old Westbury
19932,New York Institute of Technology - Old Westbury
19933,New York Institute of Technology - Old Westbury
19934,New York Institute of Technology - Old Westbury
19935,New York Institute of Technology - Old Westbury
19936,New York Institute of Technology - Old Westbury
19937,New York Institute of Technology - Manhattan Campus
19938,New York School of Interior Design
19939,New York School of Interior Design
19940,Nyack College
19941,Nyack College
19942,Nyack College
19943,Nyack College
19944,Nyack College
19945,Nyack College
19946,Nyack College
19947,Nyack College
19948,Nyack College
19949,Nyack College
19950,Nyack College
19951,Ohr Hameir Theological Seminary
19952,Olean Business Institute
19953,Onondaga Community College
19954,Onondaga Community College
19955,Onondaga Community College
19956,Onondaga Community College
19957,Onondaga Community College
19958,Orange County Community College
19959,Orange County Community College
19960,Orange County Community College
19961,Orange County Community College
19962,Orange County Community College
19963,Orange County Community College
19964,Orange County Community College
19965,Orange County Community College
19966,Otsego-Delaware-Schoharie-Green BOCES
19967,Pace University - New York
19968,Pace University - New York
19969,Pace University - New York
19970,Pace University - New York
19971,Pace University - New York
19972,Pace University - New York
19973,Pace University - New York
19974,Pace University - New York
19975,Pace University - New York
19976,Pace University - New York
19977,Pace University - New York
19978,Pace University - New York
19979,Pace University - New York
19980,Parsons the New School for Design
19981,Paul Smiths College of Arts and Science
19982,Continental School of Beauty Culture - West Seneca
19983,Phillips Hairstyling Institute
19984,Plaza College
19985,Polytechnic Institute of New York University
19986,Polytechnic Institute of New York University
19987,Polytechnic Institute of New York University
19988,Polytechnic Institute of New York University
19989,Davis College
19990,Davis College
19991,Davis College
19992,Davis College
19993,Davis College
19994,Davis College
19995,Pratt Institute-Main
19996,Pratt Institute-Main
19997,Pratt Institute-Main
19998,Pratt Institute-Main
19999,Pratt Institute-Main
20000,Professional Business  College
20001,Rabbinical Academy Mesivta Rabbi Chaim Berlin
20002,Rabbinical College Bobover Yeshiva Bnei Zion
20003,Rabbinical College Ch'san Sofer - New York
20004,Rabbinical College Beth Shraga
20005,Rabbinical Seminary of Adas Yereim
20006,Rabbinical Seminary M'kor Chaim
20007,Rabbi Isaac Elchanan Theological Seminary
20008,Rabbinical College of Long Island
20009,Rabbinical Seminary of America
20010,Rensselaer Polytechnic Institute
20011,Rensselaer Polytechnic Institute
20012,Rensselaer Polytechnic Institute
20013,Ridley-Lowell Business and Technical Institute - Binghamton
20014,Roberts Wesleyan College
20015,Roberts Wesleyan College
20016,Roberts Wesleyan College
20017,Roberts Wesleyan College
20018,Roberts Wesleyan College
20019,Roberts Wesleyan College
20020,Roberts Wesleyan College
20021,Roberts Wesleyan College
20022,Roberts Wesleyan College
20023,Roberts Wesleyan College
20024,Roberts Wesleyan College
20025,Roberts Wesleyan College
20026,Roberts Wesleyan College
20027,Roberts Wesleyan College
20028,Roberts Wesleyan College
20029,Roberts Wesleyan College
20030,Roberts Wesleyan College
20031,Roberts Wesleyan College
20032,Roberts Wesleyan College
20033,Roberts Wesleyan College
20034,Roberts Wesleyan College
20035,Roberts Wesleyan College
20036,Roberts Wesleyan College
20037,Roberts Wesleyan College
20038,Roberts Wesleyan College
20039,Roberts Wesleyan College
20040,Roberts Wesleyan College
20041,Roberts Wesleyan College
20042,Roberts Wesleyan College
20043,Roberts Wesleyan College
20044,Roberts Wesleyan College
20045,Roberts Wesleyan College
20046,Roberts Wesleyan College
20047,Roberts Wesleyan College
20048,Roberts Wesleyan College
20049,Roberts Wesleyan College
20050,Roberts Wesleyan College
20051,Everest Institute - Rochester
20052,Rochester Institute of Technology
20053,Rochester Institute of Technology
20054,Rochester Institute of Technology
20055,Rochester Institute of Technology
20056,University of Rochester
20057,University of Rochester
20058,University of Rochester
20059,University of Rochester
20060,University of Rochester
20061,University of Rochester
20062,University of Rochester
20063,University of Rochester
20064,University of Rochester
20065,University of Rochester
20066,University of Rochester
20067,University of Rochester
20068,University of Rochester
20069,University of Rochester
20070,University of Rochester
20071,University of Rochester
20072,University of Rochester
20073,University of Rochester
20074,University of Rochester
20075,University of Rochester
20076,University of Rochester
20077,University of Rochester
20078,University of Rochester
20079,University of Rochester
20080,University of Rochester
20081,University of Rochester
20082,University of Rochester
20083,Rockefeller University
20084,Rockland Community College
20085,Rockland Community College
20086,Rockland Community College
20087,Rockland Community College
20088,Rockland Community College
20089,Empire Beauty School
20090,Empire Beauty School
20091,Empire Beauty School
20092,Empire Beauty School
20093,Empire Beauty School
20094,Empire Beauty School
20095,Empire Beauty School
20096,Empire Beauty School
20097,Empire Beauty School
20098,Empire Beauty School
20099,The Sage Colleges
20100,The Sage Colleges
20101,The Sage Colleges
20102,The Sage Colleges
20103,The Sage Colleges
20104,The Sage Colleges
20105,The Sage Colleges
20106,The Sage Colleges
20107,The Sage Colleges
20108,The Sage Colleges
20109,The Sage Colleges
20110,The Sage Colleges
20111,The Sage Colleges
20112,Sage College of Albany
20113,St. Bernard's School of Theology and Ministry
20114,St. Bernard's School of Theology and Ministry
20115,St. Bonaventure University
20116,St. Bonaventure University
20117,St. Bonaventure University
20118,St. Bonaventure University
20119,St. Bonaventure University
20120,St. Francis College
20121,St. Francis College
20122,St. Francis College
20123,St Joseph's Hospital
20124,St. Lawrence University
20125,St. Lawrence University
20126,St. Lawrence University
20127,The College of Saint Rose
20128,The College of Saint Rose
20129,The College of Saint Rose
20130,The College of Saint Rose
20131,The College of Saint Rose
20132,St. Thomas Aquinas College
20133,St. Thomas Aquinas College
20134,St. Thomas Aquinas College
20135,Samaritan School of Nursing
20136,Samaritan School of Nursing
20137,Samaritan School of Nursing
20138,Sarah Lawrence College
20139,Schenectady County Community College
20140,Schenectady County Community College
20141,Schenectady County Community College
20142,Schenectady County Community College
20143,School of Professional Horticulture at the New York Botanical Garden
20144,Seminary of the Immaculate Conception
20145,Seminary of the Immaculate Conception
20146,Seminary of the Immaculate Conception
20147,Sh'or Yoshuv Rabbinical College
20148,Siena College
20149,Siena College
20150,Simmons Institute of Funeral Service Inc
20151,Skidmore College
20152,Skidmore College
20153,Skidmore College
20154,"Saint Joseph's College, New York"
20155,"Saint Joseph's College, New York"
20156,"Saint Joseph's College, New York"
20157,"Saint Joseph's College, New York"
20158,"Saint Joseph's College, New York"
20159,"Saint Joseph's College, New York"
20160,"Saint Joseph's College, New York"
20161,"Saint Joseph's College, New York"
20162,"Saint Joseph's College, New York"
20163,"Saint Joseph's College, New York"
20164,"Saint Joseph's College, New York"
20165,"Saint Joseph's College, New York"
20166,"Saint Joseph's College, New York"
20167,"Saint Joseph's College, New York"
20168,"Saint Joseph's College, New York"
20169,Saint Joseph's Seminary
20170,Saint Joseph's Seminary
20171,Saint Joseph's Seminary
20172,Saint Joseph's Seminary
20173,Saint Vladimirs Orthodox Theological Seminary
20174,South Nassau Communities Hospital
20175,Spanish-American Institute
20176,Spanish-American Institute
20177,Faxton-St Luke's Healthcare School of Radiologic Technology
20178,Faxton-St Luke's Healthcare School of Radiologic Technology
20179,St. Elizabeth College of Nursing
20180,St. Elizabeth College of Nursing
20181,St. Elizabeth College of Nursing
20182,Saint John Fisher College
20183,Saint John Fisher College
20184,Saint John Fisher College
20185,Saint John Fisher College
20186,Saint John Fisher College
20187,Saint John Fisher College
20188,Saint John Fisher College
20189,Saint John Fisher College
20190,Saint John Fisher College
20191,Saint John Fisher College
20192,St Vincent Catholic Medical Center-Staten Island
20193,St. James Mercy Hospital
20194,St. James Mercy Hospital
20195,St. John's University - New York
20196,St. John's University - New York
20197,St. John's University - New York
20198,St. John's University - New York
20199,St. John's University - New York
20200,St. John's University - New York
20201,St. John's University - New York
20202,St. John's University - New York
20203,St. John's University - New York
20204,St. John's University - New York
20205,St. John's University - New York
20206,St. John's University - New York
20207,St. John's University - New York
20208,St. John's University - New York
20209,St. John's University - New York
20210,St. John's University - New York
20211,St. Vincent's Hospital Manhattan
20212,New York Career Institute
20213,Suburban Technical School
20214,Sullivan County Community College
20215,Sullivan County Community College
20216,Sullivan County Community College
20217,Sullivan County Community College
20218,SUNY College of Technology at Alfred
20219,SUNY College of Technology at Alfred
20220,SUNY College of Technology at Alfred
20221,SUNY College of Technology at Alfred
20222,SUNY College of Technology at Alfred
20223,SUNY College of Technology at Canton
20224,SUNY College of Technology at Canton
20225,SUNY College of Technology at Canton
20226,SUNY College of Technology at Canton
20227,SUNY College of Technology at Canton
20228,SUNY College of Technology at Canton
20229,SUNY College of Technology at Canton
20230,SUNY College of Technology at Canton
20231,SUNY College of Technology at Canton
20232,SUNY College of Technology at Canton
20233,SUNY College of Technology at Canton
20234,SUNY College of Technology at Canton
20235,SUNY College of Technology at Delhi
20236,SUNY College of Technology at Delhi
20237,SUNY College of Technology at Delhi
20238,SUNY College of Technology at Delhi
20239,SUNY College of Technology at Delhi
20240,SUNY College of Technology at Delhi
20241,SUNY College of Technology at Delhi
20242,SUNY College of Technology at Delhi
20243,SUNY College of Technology at Delhi
20244,SUNY College of Agriculture and Technology at Cobleskill
20245,SUNY Farmingdale
20246,SUNY Farmingdale
20247,SUNY Farmingdale
20248,SUNY Farmingdale
20249,SUNY Farmingdale
20250,SUNY Farmingdale
20251,SUNY Farmingdale
20252,SUNY Farmingdale
20253,SUNY College of Agriculture & Technology at Morrisville
20254,SUNY College of Agriculture & Technology at Morrisville
20255,SUNY College of Agriculture & Technology at Morrisville
20256,SUNY College of Agriculture & Technology at Morrisville
20257,SUNY College of Agriculture & Technology at Morrisville
20258,SUNY College of Agriculture & Technology at Morrisville
20259,SUNY Albany
20260,SUNY Albany
20261,SUNY Albany
20262,SUNY Albany
20263,SUNY Albany
20264,SUNY Albany
20265,SUNY Albany
20266,SUNY Albany
20267,SUNY Albany
20268,SUNY at Binghamton
20269,SUNY at Binghamton
20270,SUNY at Binghamton
20271,SUNY at Binghamton
20272,SUNY at Binghamton
20273,SUNY at Binghamton
20274,SUNY at Binghamton
20275,SUNY at Binghamton
20276,SUNY at Binghamton
20277,SUNY at Binghamton
20278,SUNY at Binghamton
20279,SUNY at Binghamton
20280,SUNY at Binghamton
20281,SUNY Buffalo
20282,SUNY Buffalo
20283,SUNY Buffalo
20284,SUNY Buffalo
20285,SUNY Buffalo
20286,SUNY Buffalo
20287,SUNY Buffalo
20288,SUNY Buffalo
20289,SUNY Buffalo
20290,SUNY Buffalo
20291,SUNY Buffalo
20292,SUNY Buffalo
20293,SUNY Buffalo
20294,SUNY Buffalo
20295,SUNY Buffalo
20296,SUNY Buffalo
20297,SUNY Buffalo
20298,SUNY Buffalo
20299,SUNY Buffalo
20300,SUNY Buffalo
20301,SUNY Buffalo
20302,SUNY Buffalo
20303,SUNY Buffalo
20304,SUNY Buffalo
20305,SUNY Buffalo
20306,SUNY Buffalo
20307,SUNY Buffalo
20308,SUNY Buffalo
20309,SUNY Buffalo
20310,SUNY Buffalo
20311,SUNY Buffalo
20312,SUNY Buffalo
20313,SUNY Buffalo
20314,SUNY Buffalo
20315,SUNY Buffalo
20316,SUNY Stony Brook
20317,SUNY Stony Brook
20318,SUNY Stony Brook
20319,SUNY Stony Brook
20320,SUNY Stony Brook
20321,SUNY Stony Brook
20322,SUNY Stony Brook
20323,SUNY Stony Brook
20324,SUNY Stony Brook
20325,SUNY Stony Brook
20326,SUNY Stony Brook
20327,SUNY Stony Brook
20328,SUNY Stony Brook
20329,SUNY Stony Brook
20330,SUNY Stony Brook
20331,SUNY Stony Brook
